instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,percentcas,percentreg 
4521,7/12/11,3,0,7,6,0,2,1,1,0.74,0.6818,0.58,0.2239,13,102,115,0.113043478,0.886956522
4522,7/12/11,3,0,7,7,0,2,1,1,0.76,0.697,0.55,0.194,29,301,330,0.087878788,0.912121212
4523,7/12/11,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,35,382,417,0.083932854,0.916067146
4524,7/12/11,3,0,7,9,0,2,1,1,0.78,0.7273,0.55,0.4925,27,149,176,0.153409091,0.846590909
4525,7/12/11,3,0,7,10,0,2,1,1,0.82,0.7727,0.52,0.1642,38,85,123,0.308943089,0.691056911
4526,7/12/11,3,0,7,11,0,2,1,1,0.82,0.7727,0.52,0.1642,39,86,125,0.312,0.688
4527,7/12/11,3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,38,125,163,0.233128834,0.766871166
4528,7/12/11,3,0,7,13,0,2,1,1,0.86,0.803,0.47,0.2239,32,104,136,0.235294118,0.764705882
4529,7/12/11,3,0,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,33,91,124,0.266129032,0.733870968
4530,7/12/11,3,0,7,15,0,2,1,1,0.9,0.8485,0.42,0.3582,37,111,148,0.25,0.75
4531,7/12/11,3,0,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,25,177,202,0.123762376,0.876237624
4532,7/12/11,3,0,7,17,0,2,1,1,0.88,0.8182,0.44,0.2836,48,380,428,0.112149533,0.887850467
4533,7/12/11,3,0,7,18,0,2,1,1,0.86,0.803,0.47,0.2985,39,472,511,0.076320939,0.923679061
4534,7/12/11,3,0,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,42,295,337,0.12462908,0.87537092
4535,7/12/11,3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.194,57,251,308,0.185064935,0.814935065
4536,7/12/11,3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,49,209,258,0.189922481,0.810077519
4537,7/12/11,3,0,7,22,0,2,1,1,0.8,0.7273,0.46,0.1343,44,150,194,0.226804124,0.773195876
4538,7/12/11,3,0,7,23,0,2,1,1,0.78,0.7121,0.52,0,20,59,79,0.253164557,0.746835443
4539,7/13/11,3,0,7,0,0,3,1,1,0.76,0.7121,0.62,0,9,37,46,0.195652174,0.804347826
4540,7/13/11,3,0,7,1,0,3,1,1,0.76,0.697,0.55,0,1,11,12,0.083333333,0.916666667
4541,7/13/11,3,0,7,2,0,3,1,1,0.76,0.697,0.55,0,2,3,5,0.4,0.6
4542,7/13/11,3,0,7,3,0,3,1,1,0.74,0.6818,0.58,0.194,0,4,4,0,1
4543,7/13/11,3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,0,5,5,0,1
4544,7/13/11,3,0,7,5,0,3,1,1,0.74,0.6818,0.58,0.194,4,22,26,0.153846154,0.846153846
4545,7/13/11,3,0,7,6,0,3,1,1,0.74,0.6818,0.58,0.1642,18,103,121,0.148760331,0.851239669
4546,7/13/11,3,0,7,7,0,3,1,1,0.76,0.697,0.55,0.2537,32,281,313,0.102236422,0.897763578
4547,7/13/11,3,0,7,8,0,3,1,1,0.8,0.7424,0.49,0.2537,31,418,449,0.069042316,0.930957684
4548,7/13/11,3,0,7,9,0,3,1,1,0.82,0.7424,0.41,0.194,23,163,186,0.123655914,0.876344086
4549,7/13/11,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,33,80,113,0.292035398,0.707964602
4550,7/13/11,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,55,110,165,0.333333333,0.666666667
4551,7/13/11,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,40,134,174,0.229885057,0.770114943
4552,7/13/11,3,0,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,39,119,158,0.246835443,0.753164557
4553,7/13/11,3,0,7,14,0,3,1,3,0.82,0.7576,0.46,0.1343,27,89,116,0.232758621,0.767241379
4554,7/13/11,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,13,33,46,0.282608696,0.717391304
4555,7/13/11,3,0,7,16,0,3,1,2,0.66,0.5909,0.89,0,23,118,141,0.163120567,0.836879433
4556,7/13/11,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0,70,418,488,0.143442623,0.856557377
4557,7/13/11,3,0,7,18,0,3,1,1,0.72,0.697,0.79,0.1343,51,412,463,0.110151188,0.889848812
4558,7/13/11,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,79,340,419,0.188544153,0.811455847
4559,7/13/11,3,0,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,61,281,342,0.178362573,0.821637427
4560,7/13/11,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,56,194,250,0.224,0.776
4561,7/13/11,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,48,136,184,0.260869565,0.739130435
4562,7/13/11,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,33,83,116,0.284482759,0.715517241
4563,7/14/11,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,14,32,46,0.304347826,0.695652174
4564,7/14/11,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,4,21,25,0.16,0.84
4565,7/14/11,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,3,7,10,0.3,0.7
4566,7/14/11,3,0,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,1,5,6,0.166666667,0.833333333
4567,7/14/11,3,0,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537,0,6,6,0,1
4568,7/14/11,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22,28,0.214285714,0.785714286
4569,7/14/11,3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,14,116,130,0.107692308,0.892307692
4570,7/14/11,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,23,311,334,0.068862275,0.931137725
4571,7/14/11,3,0,7,8,0,4,1,1,0.64,0.6212,0.5,0.3582,53,433,486,0.109053498,0.890946502
4572,7/14/11,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,29,195,224,0.129464286,0.870535714
4573,7/14/11,3,0,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,32,95,127,0.251968504,0.748031496
4574,7/14/11,3,0,7,11,0,4,1,1,0.72,0.6515,0.37,0.2239,38,110,148,0.256756757,0.743243243
4575,7/14/11,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,51,172,223,0.228699552,0.771300448
4576,7/14/11,3,0,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,39,138,177,0.220338983,0.779661017
4577,7/14/11,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,49,129,178,0.275280899,0.724719101
4578,7/14/11,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138,180,0.233333333,0.766666667
4579,7/14/11,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231,274,0.156934307,0.843065693
4580,7/14/11,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,78,517,595,0.131092437,0.868907563
4581,7/14/11,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,94,484,578,0.162629758,0.837370242
4582,7/14/11,3,0,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,67,333,400,0.1675,0.8325
4583,7/14/11,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,81,267,348,0.232758621,0.767241379
4584,7/14/11,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,58,203,261,0.222222222,0.777777778
4585,7/14/11,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,42,134,176,0.238636364,0.761363636
4586,7/14/11,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97,124,0.217741935,0.782258065
4587,7/15/11,3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,23,57,80,0.2875,0.7125
4588,7/15/11,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,7,13,20,0.35,0.65
4589,7/15/11,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,16,22,38,0.421052632,0.578947368
4590,7/15/11,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,1,6,7,0.142857143,0.857142857
4591,7/15/11,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,2,8,10,0.2,0.8
4592,7/15/11,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,7,16,23,0.304347826,0.695652174
4593,7/15/11,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,12,108,120,0.1,0.9
4594,7/15/11,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,17,257,274,0.062043796,0.937956204
4595,7/15/11,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,50,514,564,0.088652482,0.911347518
4596,7/15/11,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,31,176,207,0.149758454,0.850241546
4597,7/15/11,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,59,107,166,0.355421687,0.644578313
4598,7/15/11,3,0,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,73,137,210,0.347619048,0.652380952
4599,7/15/11,3,0,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,61,177,238,0.256302521,0.743697479
4600,7/15/11,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,85,162,247,0.344129555,0.655870445
4601,7/15/11,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,105,160,265,0.396226415,0.603773585
4602,7/15/11,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,74,163,237,0.312236287,0.687763713
4603,7/15/11,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,96,265,361,0.265927978,0.734072022
4604,7/15/11,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,104,483,587,0.177172061,0.822827939
4605,7/15/11,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,102,394,496,0.205645161,0.794354839
4606,7/15/11,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,114,280,394,0.289340102,0.710659898
4607,7/15/11,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,92,251,343,0.268221574,0.731778426
4608,7/15/11,3,0,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,75,186,261,0.287356322,0.712643678
4609,7/15/11,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,71,152,223,0.31838565,0.68161435
4610,7/15/11,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126,167,0.245508982,0.754491018
4611,7/16/11,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,42,68,110,0.381818182,0.618181818
4612,7/16/11,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,24,51,75,0.32,0.68
4613,7/16/11,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,10,48,58,0.172413793,0.827586207
4614,7/16/11,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20,26,0.230769231,0.769230769
4615,7/16/11,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,9,7,16,0.5625,0.4375
4616,7/16/11,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,4,6,10,0.4,0.6
4617,7/16/11,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,16,21,37,0.432432432,0.567567568
4618,7/16/11,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,14,38,52,0.269230769,0.730769231
4619,7/16/11,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,37,90,127,0.291338583,0.708661417
4620,7/16/11,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,72,150,222,0.324324324,0.675675676
4621,7/16/11,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208,322,0.354037267,0.645962733
4622,7/16/11,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,171,225,396,0.431818182,0.568181818
4623,7/16/11,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,187,276,463,0.403887689,0.596112311
4624,7/16/11,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,221,276,497,0.444668008,0.555331992
4625,7/16/11,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,201,232,433,0.464203233,0.535796767
4626,7/16/11,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,428,0.478971963,0.521028037
4627,7/16/11,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,183,242,425,0.430588235,0.569411765
4628,7/16/11,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241,475,0.492631579,0.507368421
4629,7/16/11,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,185,243,428,0.432242991,0.567757009
4630,7/16/11,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,164,242,406,0.403940887,0.596059113
4631,7/16/11,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,108,188,296,0.364864865,0.635135135
4632,7/16/11,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,85,167,252,0.337301587,0.662698413
4633,7/16/11,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,65,136,201,0.323383085,0.676616915
4634,7/16/11,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,61,107,168,0.363095238,0.636904762
4635,7/17/11,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,34,91,125,0.272,0.728
4636,7/17/11,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,16,86,102,0.156862745,0.843137255
4637,7/17/11,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,28,66,94,0.29787234,0.70212766
4638,7/17/11,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,21,26,47,0.446808511,0.553191489
4639,7/17/11,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,4,6,10,0.4,0.6
4640,7/17/11,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8,12,0.333333333,0.666666667
4641,7/17/11,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,10,11,21,0.476190476,0.523809524
4642,7/17/11,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,20,30,50,0.4,0.6
4643,7/17/11,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,45,73,118,0.381355932,0.618644068
4644,7/17/11,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,74,110,184,0.402173913,0.597826087
4645,7/17/11,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,304,0.417763158,0.582236842
4646,7/17/11,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244,391,0.375959079,0.624040921
4647,7/17/11,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243,420,0.421428571,0.578571429
4648,7/17/11,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272,472,0.423728814,0.576271186
4649,7/17/11,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,168,262,430,0.390697674,0.609302326
4650,7/17/11,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,129,195,324,0.398148148,0.601851852
4651,7/17/11,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,129,188,317,0.406940063,0.593059937
4652,7/17/11,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,133,236,369,0.360433604,0.639566396
4653,7/17/11,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,147,243,390,0.376923077,0.623076923
4654,7/17/11,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,145,234,379,0.382585752,0.617414248
4655,7/17/11,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,262,0.324427481,0.675572519
4656,7/17/11,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148,207,0.285024155,0.714975845
4657,7/17/11,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181,0.359116022,0.640883978
4658,7/17/11,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,93,0.419354839,0.580645161
4659,7/18/11,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51,0.411764706,0.588235294
4660,7/18/11,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8,25,0.68,0.32
4661,7/18/11,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8,10,0.2,0.8
4662,7/18/11,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4,7,0.428571429,0.571428571
4663,7/18/11,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3,4,0.25,0.75
4664,7/18/11,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17,0.117647059,0.882352941
4665,7/18/11,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95,105,0.095238095,0.904761905
4666,7/18/11,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,277,0.079422383,0.920577617
4667,7/18/11,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,18,329,347,0.051873199,0.948126801
4668,7/18/11,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,33,170,203,0.162561576,0.837438424
4669,7/18/11,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,52,78,130,0.4,0.6
4670,7/18/11,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,42,99,141,0.29787234,0.70212766
4671,7/18/11,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,39,126,165,0.236363636,0.763636364
4672,7/18/11,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,152,0.177631579,0.822368421
4673,7/18/11,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,32,106,138,0.231884058,0.768115942
4674,7/18/11,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,164,0.323170732,0.676829268
4675,7/18/11,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,45,220,265,0.169811321,0.830188679
4676,7/18/11,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,545,0.132110092,0.867889908
4677,7/18/11,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,80,478,558,0.143369176,0.856630824
4678,7/18/11,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,398,0.158291457,0.841708543
4679,7/18/11,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,323,0.281733746,0.718266254
4680,7/18/11,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,48,154,202,0.237623762,0.762376238
4681,7/18/11,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104,140,0.257142857,0.742857143
4682,7/18/11,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,32,59,91,0.351648352,0.648351648
4683,7/19/11,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,51,0.490196078,0.509803922
4684,7/19/11,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,7,6,13,0.538461538,0.461538462
4685,7/19/11,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,13,0.692307692,0.307692308
4686,7/19/11,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3,0.666666667,0.333333333
4687,7/19/11,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,1,4,5,0.2,0.8
4688,7/19/11,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,19,0,1
4689,7/19/11,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,134,0.059701493,0.940298507
4690,7/19/11,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,28,287,315,0.088888889,0.911111111
4691,7/19/11,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412,0.075242718,0.924757282
4692,7/19/11,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,199,0.110552764,0.889447236
4693,7/19/11,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,141,0.205673759,0.794326241
4694,7/19/11,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0,29,98,127,0.228346457,0.771653543
4695,7/19/11,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153,0.169934641,0.830065359
4696,7/19/11,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,33,139,172,0.191860465,0.808139535
4697,7/19/11,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,41,111,152,0.269736842,0.730263158
4698,7/19/11,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,48,110,158,0.303797468,0.696202532
4699,7/19/11,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,277,0.220216606,0.779783394
4700,7/19/11,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0,68,445,513,0.132553606,0.867446394
4701,7/19/11,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,80,450,530,0.150943396,0.849056604
4702,7/19/11,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,54,334,388,0.139175258,0.860824742
4703,7/19/11,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,277,0.173285199,0.826714801
4704,7/19/11,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,241,0.195020747,0.804979253
4705,7/19/11,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0,36,120,156,0.230769231,0.769230769
4706,7/19/11,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,19,73,92,0.206521739,0.793478261
4707,7/20/11,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,11,29,40,0.275,0.725
4708,7/20/11,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0,4,7,11,0.363636364,0.636363636
4709,7/20/11,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0,2,7,9,0.222222222,0.777777778
4710,7/20/11,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,6,0.333333333,0.666666667
4711,7/20/11,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0,0,4,4,0,1
4712,7/20/11,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23,0.173913043,0.826086957
4713,7/20/11,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,5,111,116,0.043103448,0.956896552
4714,7/20/11,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303,0.089108911,0.910891089
4715,7/20/11,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0,34,404,438,0.077625571,0.922374429
4716,7/20/11,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209,0.133971292,0.866028708
4717,7/20/11,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0,34,76,110,0.309090909,0.690909091
4718,7/20/11,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142,0.183098592,0.816901408
4719,7/20/11,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0,28,121,149,0.187919463,0.812080537
4720,7/20/11,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120,0.191666667,0.808333333
4721,7/20/11,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127,0.346456693,0.653543307
4722,7/20/11,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138,0.260869565,0.739130435
4723,7/20/11,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0,30,204,234,0.128205128,0.871794872
4724,7/20/11,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455,0.10989011,0.89010989
4725,7/20/11,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497,0.136820926,0.863179074
4726,7/20/11,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382,0.154450262,0.845549738
4727,7/20/11,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,0.145631068,0.854368932
4728,7/20/11,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242,0.136363636,0.863636364
4729,7/20/11,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169,0.147928994,0.852071006
4730,7/20/11,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99,0.262626263,0.737373737
4731,7/21/11,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42,0.30952381,0.69047619
4732,7/21/11,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,21,0.238095238,0.761904762
4733,7/21/11,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6,0.333333333,0.666666667
4734,7/21/11,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6,0.166666667,0.833333333
4735,7/21/11,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,0,4,4,0,1
4736,7/21/11,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18,0.111111111,0.888888889
4737,7/21/11,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,6,111,117,0.051282051,0.948717949
4738,7/21/11,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,23,251,274,0.083941606,0.916058394
4739,7/21/11,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,381,0.060367454,0.939632546
4740,7/21/11,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,200,0.17,0.83
4741,7/21/11,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78,0.397435897,0.602564103
4742,7/21/11,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,27,79,106,0.254716981,0.745283019
4743,7/21/11,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,29,106,135,0.214814815,0.785185185
4744,7/21/11,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,102,0.205882353,0.794117647
4745,7/21/11,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,50,97,147,0.340136054,0.659863946
4746,7/21/11,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,40,93,133,0.30075188,0.69924812
4747,7/21/11,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,210,0.204761905,0.795238095
4748,7/21/11,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,40,374,414,0.096618357,0.903381643
4749,7/21/11,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382,0.102094241,0.897905759
4750,7/21/11,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284,0.179577465,0.820422535
4751,7/21/11,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,38,199,237,0.160337553,0.839662447
4752,7/21/11,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,225,0.168888889,0.831111111
